Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date
3777,66,5,UI Enhancement,5,2025-02-09
3778,196,2,UI Enhancement,4,2025-01-16
3779,71,4,Testing,5,2025-03-11
3780,10,5,Testing,1,2025-01-16
3781,100,5,Security Patching,6,2025-03-15
3782,121,1,Database Optimization,11,2025-02-19
3783,108,5,Testing,6,2025-02-28
3784,183,2,Code Review,3,2025-03-18
3785,130,2,Security Patching,6,2025-01-29
3786,65,5,Bug Fixing,6,2025-02-01
3787,154,3,Code Review,6,2025-02-27
3788,104,4,Meeting,3,2025-02-08
3789,121,2,Bug Fixing,12,2025-01-17
3790,98,1,Code Review,5,2025-03-04
3791,71,2,Security Patching,2,2025-03-18
3792,77,3,Feature Development,6,2025-01-05
3793,63,5,Performance Testing,3,2025-01-11
3794,12,2,Design Review,7,2025-02-03
3795,41,2,Meeting,6,2025-02-24
3796,70,3,Security Patching,6,2025-01-26
3797,29,3,Performance Testing,6,2025-01-10
3798,151,2,Code Review,7,2025-03-25
3799,131,4,Code Review,6,2025-03-24
3800,109,3,Bug Fixing,4,2025-02-05
3801,47,3,Design Review,5,2025-01-18
3802,33,4,Performance Testing,9,2025-02-05
3803,76,5,UI Enhancement,2,2025-02-04
3804,62,3,Database Optimization,5,2025-03-02
3805,185,5,Testing,6,2025-02-19
3806,112,5,Code Review,9,2025-01-02
3807,26,1,Security Patching,9,2025-02-01
3808,74,3,Feature Development,12,2025-02-25
3809,27,4,Testing,3,2025-01-26
3810,109,1,UI Enhancement,12,2025-01-16
3811,198,1,Bug Fixing,10,2025-03-19
3812,66,4,Feature Development,7,2025-03-20
3813,112,1,Meeting,1,2025-03-20
3814,9,3,UI Enhancement,3,2025-02-08
3815,80,5,UI Enhancement,5,2025-02-09
3816,73,2,Feature Development,9,2025-01-15
3817,97,2,Design Review,4,2025-02-22
3818,30,5,UI Enhancement,4,2025-02-05
3819,194,5,Bug Fixing,11,2025-03-16
3820,109,4,Design Review,6,2025-02-08
3821,52,4,Bug Fixing,5,2025-03-17
3822,34,3,Bug Fixing,5,2025-01-21
3823,21,5,UI Enhancement,1,2025-03-17
3824,145,3,Bug Fixing,2,2025-03-28
3825,69,5,Security Patching,9,2025-01-08
3826,111,2,Code Review,9,2025-03-20
3827,109,2,Performance Testing,6,2025-03-18
3828,13,5,UI Enhancement,10,2025-03-20
3829,29,1,Testing,2,2025-01-23
3830,175,2,Database Optimization,2,2025-02-26
3831,181,3,UI Enhancement,1,2025-01-10
3832,68,5,Meeting,5,2025-03-26
3833,96,1,Feature Development,1,2025-02-05
3834,168,3,Bug Fixing,2,2025-01-18
3835,179,1,Bug Fixing,9,2025-02-10
3836,83,3,UI Enhancement,1,2025-01-11
3837,86,4,Bug Fixing,4,2025-01-28
3838,63,2,Database Optimization,1,2025-02-04
3839,89,2,Testing,6,2025-03-07
3840,3,1,Bug Fixing,6,2025-03-13
3841,181,3,Feature Development,5,2025-03-24
3842,30,2,Performance Testing,7,2025-01-09
3843,159,4,Database Optimization,1,2025-01-11
3844,65,3,Bug Fixing,10,2025-01-28
3845,168,5,Database Optimization,9,2025-01-30
3846,101,5,Bug Fixing,12,2025-01-14
3847,30,1,Security Patching,1,2025-02-12
3848,196,4,Code Review,7,2025-01-19
3849,83,5,Meeting,11,2025-01-18
3850,156,3,Performance Testing,6,2025-03-10
3851,25,1,Testing,6,2025-03-02
3852,31,5,Performance Testing,12,2025-03-07
3853,7,3,Testing,12,2025-02-08
3854,43,1,Design Review,9,2025-03-20
3855,28,1,Security Patching,10,2025-03-18
3856,188,1,Security Patching,7,2025-01-11
3857,91,5,Bug Fixing,9,2025-02-23
3858,3,4,Bug Fixing,1,2025-02-14
3859,19,5,Database Optimization,8,2025-03-10
3860,179,2,Bug Fixing,10,2025-02-21
3861,64,2,Security Patching,12,2025-02-04
3862,196,4,Design Review,4,2025-01-07
3863,87,2,Security Patching,2,2025-01-18
3864,128,2,UI Enhancement,2,2025-03-27
3865,158,5,Performance Testing,5,2025-03-04
3866,93,5,Performance Testing,5,2025-03-01
3867,71,1,Security Patching,11,2025-02-24
3868,9,1,UI Enhancement,5,2025-02-05
3869,160,1,Code Review,4,2025-01-28
3870,51,2,UI Enhancement,11,2025-02-27
3871,104,4,Meeting,3,2025-02-19
3872,179,2,Security Patching,6,2025-02-05
3873,134,4,Bug Fixing,8,2025-01-26
3874,51,2,UI Enhancement,5,2025-02-28
3875,71,4,Testing,9,2025-03-09
3876,119,5,Testing,8,2025-02-18
3877,199,1,Design Review,7,2025-03-07
3878,30,2,Performance Testing,11,2025-01-28
3879,57,2,Performance Testing,5,2025-03-14
3880,111,3,UI Enhancement,1,2025-02-24
3881,163,4,Design Review,5,2025-02-16
3882,170,2,Security Patching,12,2025-01-30
3883,85,2,Bug Fixing,5,2025-01-12
3884,16,1,Design Review,3,2025-03-19
3885,51,3,Meeting,8,2025-03-25
3886,140,5,Testing,8,2025-01-22
3887,157,2,UI Enhancement,8,2025-03-21
3888,78,3,Bug Fixing,6,2025-02-12
3889,166,3,Performance Testing,7,2025-01-26
3890,65,3,Performance Testing,2,2025-02-07
3891,42,2,Database Optimization,2,2025-01-25
3892,30,3,UI Enhancement,1,2025-01-30
3893,160,1,UI Enhancement,8,2025-02-05
3894,11,4,Meeting,5,2025-01-08
3895,55,1,Bug Fixing,2,2025-01-22
3896,81,1,Security Patching,9,2025-01-28
3897,99,3,UI Enhancement,4,2025-01-12
3898,134,4,Code Review,6,2025-02-14
3899,118,2,UI Enhancement,10,2025-03-17
3900,79,4,Meeting,3,2025-02-04
3901,167,1,Performance Testing,5,2025-01-01
3902,168,4,Testing,5,2025-02-02
3903,119,4,Code Review,11,2025-02-28
3904,146,1,Bug Fixing,2,2025-02-07
3905,165,1,Design Review,1,2025-03-03
3906,186,3,Meeting,11,2025-01-29
3907,153,2,Code Review,8,2025-03-19
3908,123,5,Performance Testing,12,2025-03-09
3909,94,2,Database Optimization,1,2025-01-24
3910,14,2,Design Review,11,2025-01-21
3911,96,2,Performance Testing,1,2025-01-30
3912,58,3,Feature Development,9,2025-01-17
3913,36,3,Database Optimization,1,2025-02-24
3914,14,2,UI Enhancement,3,2025-03-07
3915,157,3,Code Review,12,2025-02-23
3916,137,3,Database Optimization,1,2025-01-15
3917,130,2,Database Optimization,2,2025-03-12
3918,2,1,Database Optimization,5,2025-01-04
3919,91,1,Performance Testing,9,2025-01-21
3920,45,1,Security Patching,8,2025-01-15
3921,122,4,Design Review,6,2025-02-05
3922,131,4,Testing,5,2025-02-21
3923,193,4,Performance Testing,4,2025-01-21
3924,80,4,Database Optimization,8,2025-02-09
3925,49,2,Design Review,6,2025-03-12
3926,26,3,Security Patching,7,2025-01-21
3927,33,1,Bug Fixing,4,2025-02-17
3928,15,1,Feature Development,1,2025-02-12
3929,150,1,Performance Testing,2,2025-01-09
3930,69,1,UI Enhancement,10,2025-03-11
3931,4,5,Database Optimization,10,2025-02-09
3932,188,1,Bug Fixing,4,2025-01-15
3933,36,4,Meeting,10,2025-02-23
3934,190,2,Meeting,8,2025-02-13
3935,75,3,Database Optimization,5,2025-01-23
3936,172,1,UI Enhancement,8,2025-03-15
3937,175,1,Testing,2,2025-03-25
3938,145,3,Design Review,7,2025-02-28
3939,182,5,Meeting,3,2025-01-11
3940,64,4,Database Optimization,5,2025-01-20
3941,118,2,Performance Testing,11,2025-03-17
3942,73,2,Design Review,9,2025-03-02
3943,182,5,Design Review,7,2025-02-22
3944,37,5,Security Patching,10,2025-03-28
3945,62,5,Code Review,9,2025-01-08
3946,90,4,Performance Testing,5,2025-01-27
3947,171,2,Feature Development,10,2025-03-09
3948,18,2,Performance Testing,7,2025-02-12
3949,25,4,Feature Development,10,2025-03-09
3950,61,5,Performance Testing,9,2025-03-28
3951,194,2,Code Review,1,2025-01-27
3952,197,4,Code Review,5,2025-03-02
3953,62,2,Database Optimization,3,2025-03-10
3954,85,5,Testing,3,2025-01-18
3955,184,1,Performance Testing,10,2025-02-05
3956,62,4,Code Review,4,2025-03-11
3957,179,2,Bug Fixing,3,2025-03-01
3958,68,5,UI Enhancement,1,2025-01-09
3959,8,1,Performance Testing,3,2025-02-01
3960,179,4,Testing,1,2025-02-01
3961,99,1,Meeting,4,2025-02-17
3962,14,4,Performance Testing,4,2025-03-16
3963,24,3,Security Patching,7,2025-02-23
3964,195,2,Security Patching,7,2025-02-03
3965,52,4,Meeting,9,2025-01-31
3966,33,3,Performance Testing,5,2025-02-08
3967,95,1,Performance Testing,6,2025-01-25
3968,13,4,Code Review,12,2025-03-27
3969,73,2,Bug Fixing,9,2025-03-21
3970,35,5,Performance Testing,10,2025-03-24
3971,13,1,Bug Fixing,5,2025-03-05
3972,134,5,Code Review,12,2025-01-24
3973,139,2,Design Review,2,2025-02-28
3974,69,5,UI Enhancement,1,2025-02-28
3975,196,5,Testing,8,2025-01-09
3976,53,2,Database Optimization,12,2025-03-25
3977,24,1,UI Enhancement,6,2025-02-16
3978,171,1,Feature Development,11,2025-01-14
3979,79,4,UI Enhancement,9,2025-03-22
3980,117,3,Bug Fixing,4,2025-03-03
3981,198,2,Feature Development,5,2025-03-17
3982,21,4,Database Optimization,9,2025-03-14
3983,5,4,Performance Testing,3,2025-02-07
3984,178,3,Performance Testing,3,2025-02-04
3985,169,4,UI Enhancement,1,2025-01-12
3986,167,3,Database Optimization,6,2025-01-28
3987,115,1,Feature Development,6,2025-01-17
3988,106,2,UI Enhancement,8,2025-01-26
3989,40,5,Bug Fixing,4,2025-02-07
3990,195,4,Security Patching,10,2025-02-09
3991,24,4,Code Review,7,2025-02-17
3992,43,3,Bug Fixing,2,2025-03-09
3993,74,3,Design Review,12,2025-02-10
3994,25,2,Feature Development,4,2025-03-17
3995,185,3,Testing,9,2025-03-19
3996,23,3,Code Review,2,2025-03-22
3997,100,3,Security Patching,1,2025-03-13
3998,85,1,Testing,4,2025-01-17
3999,92,1,Code Review,3,2025-01-04
4000,54,1,Performance Testing,12,2025-02-15
4001,183,5,Bug Fixing,1,2025-03-13
4002,185,1,Database Optimization,7,2025-01-21
4003,82,5,Bug Fixing,1,2025-02-20
4004,14,4,UI Enhancement,3,2025-01-21
4005,162,4,UI Enhancement,3,2025-01-27
4006,78,1,Database Optimization,9,2025-03-25
4007,17,5,Feature Development,8,2025-01-29
4008,105,2,Testing,6,2025-02-11
4009,1,1,Security Patching,9,2025-02-08
4010,127,2,Design Review,11,2025-01-23
4011,132,1,Database Optimization,3,2025-02-16
4012,125,4,Testing,2,2025-02-07
4013,161,4,Security Patching,7,2025-03-02
4014,42,1,Code Review,3,2025-01-05
4015,153,3,Testing,8,2025-03-20
4016,109,4,Code Review,5,2025-01-15
4017,3,1,Bug Fixing,10,2025-02-25
4018,37,5,Performance Testing,4,2025-03-15
4019,82,2,Feature Development,3,2025-02-11
4020,160,4,Security Patching,8,2025-01-08
4021,101,4,Performance Testing,10,2025-02-17
4022,146,3,Design Review,10,2025-03-04
4023,24,4,Security Patching,12,2025-01-30
4024,149,1,Testing,4,2025-03-01
4025,194,5,Database Optimization,10,2025-02-20
4026,76,5,Code Review,2,2025-03-21
4027,177,2,Database Optimization,6,2025-01-05
4028,38,5,Bug Fixing,1,2025-02-10
4029,100,1,UI Enhancement,7,2025-01-23
4030,93,4,UI Enhancement,11,2025-03-20
4031,73,4,UI Enhancement,8,2025-02-21
4032,40,1,Security Patching,12,2025-02-18
4033,179,2,Security Patching,4,2025-01-07
4034,198,4,Feature Development,6,2025-03-19
4035,173,4,Feature Development,8,2025-02-01
4036,117,1,Performance Testing,5,2025-03-26
4037,19,5,Security Patching,5,2025-02-08
4038,16,1,Performance Testing,8,2025-03-17
4039,78,2,Database Optimization,10,2025-01-23
4040,7,5,Bug Fixing,12,2025-03-23
4041,126,5,Meeting,12,2025-03-09
4042,200,4,UI Enhancement,12,2025-01-18
4043,8,3,Performance Testing,1,2025-03-21
4044,12,5,UI Enhancement,11,2025-03-12
4045,46,5,Database Optimization,8,2025-03-28
4046,163,4,Code Review,9,2025-02-10
4047,38,4,Code Review,11,2025-01-30
4048,169,4,Meeting,7,2025-03-10
4049,155,5,Feature Development,12,2025-01-31
4050,34,1,Testing,7,2025-02-07
4051,108,3,Database Optimization,4,2025-01-24
4052,169,4,Bug Fixing,10,2025-01-12
4053,31,1,Meeting,3,2025-03-07
4054,181,5,Security Patching,3,2025-02-25
4055,7,5,Security Patching,12,2025-02-21
4056,122,2,Feature Development,11,2025-02-16
4057,13,2,Performance Testing,1,2025-01-14
4058,110,3,Meeting,2,2025-03-19
4059,102,5,Bug Fixing,11,2025-02-02
4060,190,5,Design Review,10,2025-03-24
4061,161,4,UI Enhancement,4,2025-02-20
4062,11,1,Meeting,7,2025-01-16
4063,97,3,Code Review,6,2025-03-07
4064,48,1,Performance Testing,5,2025-02-01
4065,111,3,Feature Development,4,2025-03-25
4066,29,4,Code Review,11,2025-02-17
4067,118,5,Testing,1,2025-02-03
4068,90,3,Testing,7,2025-02-18
4069,91,4,Code Review,7,2025-01-03
4070,16,1,UI Enhancement,4,2025-01-08
4071,161,1,Bug Fixing,4,2025-02-03
4072,166,4,Feature Development,3,2025-01-31
4073,162,3,Feature Development,2,2025-03-26
4074,40,1,Design Review,2,2025-01-22
4075,3,4,Code Review,9,2025-02-20
4076,10,3,Security Patching,2,2025-02-23
4077,122,4,Performance Testing,8,2025-01-30
4078,87,2,Database Optimization,7,2025-03-13
4079,152,1,Testing,8,2025-02-05
4080,161,5,Database Optimization,2,2025-03-07
4081,144,2,Feature Development,12,2025-01-01
4082,111,4,Meeting,4,2025-03-16
4083,138,5,Meeting,1,2025-03-12
4084,127,1,Code Review,5,2025-01-19
4085,40,3,UI Enhancement,8,2025-01-27
4086,95,2,Feature Development,5,2025-02-12
4087,124,5,Meeting,11,2025-03-14
4088,124,4,Database Optimization,7,2025-03-27
4089,116,5,Security Patching,11,2025-01-14
4090,126,4,Feature Development,9,2025-02-16
4091,121,3,Meeting,11,2025-01-10
4092,150,3,Security Patching,4,2025-01-29
4093,15,4,Performance Testing,7,2025-02-16
4094,96,4,Meeting,8,2025-01-16
4095,74,5,Code Review,4,2025-03-01
4096,94,3,UI Enhancement,1,2025-03-26
4097,67,2,Testing,2,2025-02-04
4098,197,3,Design Review,5,2025-02-09
4099,77,1,Bug Fixing,11,2025-01-24
4100,141,5,Testing,5,2025-02-24
4101,141,4,Performance Testing,12,2025-02-12
4102,65,3,Database Optimization,7,2025-02-14
4103,90,3,Database Optimization,3,2025-03-24
4104,198,4,Feature Development,9,2025-01-27
4105,187,3,Testing,9,2025-01-12
4106,10,1,Design Review,1,2025-02-03
4107,6,1,Bug Fixing,12,2025-02-06
4108,108,3,Design Review,10,2025-01-31
4109,69,3,Design Review,10,2025-03-04
4110,69,5,Meeting,3,2025-01-01
4111,164,5,Performance Testing,7,2025-01-30
4112,75,2,Feature Development,3,2025-02-14
4113,115,5,Code Review,10,2025-02-18
4114,132,3,Feature Development,9,2025-03-10
4115,70,5,Security Patching,3,2025-01-01
4116,129,1,Performance Testing,8,2025-03-17
4117,98,2,Design Review,7,2025-01-09
4118,21,2,Feature Development,7,2025-01-03
4119,12,5,Feature Development,12,2025-03-09
4120,70,2,Database Optimization,6,2025-01-15
4121,19,4,Bug Fixing,6,2025-02-03
4122,198,2,Bug Fixing,7,2025-03-23
4123,59,2,Feature Development,1,2025-02-21
4124,111,4,Database Optimization,10,2025-01-25
4125,115,3,Feature Development,7,2025-01-25
4126,116,4,Bug Fixing,5,2025-02-03
4127,99,5,Security Patching,4,2025-03-25
4128,146,1,Code Review,2,2025-01-30
4129,33,5,Code Review,11,2025-03-03
4130,34,1,Performance Testing,12,2025-03-09
4131,5,1,Design Review,9,2025-01-09
4132,55,2,Security Patching,10,2025-01-14
4133,11,5,UI Enhancement,1,2025-02-08
4134,133,1,Feature Development,12,2025-02-14
4135,162,1,Database Optimization,11,2025-01-25
4136,30,3,Code Review,3,2025-03-16
4137,8,4,UI Enhancement,8,2025-03-09
4138,98,2,Database Optimization,6,2025-03-17
4139,102,1,Design Review,1,2025-03-08
4140,82,5,Database Optimization,6,2025-02-25
4141,143,4,Database Optimization,5,2025-02-26
4142,76,4,UI Enhancement,12,2025-01-05
4143,175,2,Design Review,3,2025-02-10
4144,39,2,Performance Testing,5,2025-03-20
4145,106,3,Bug Fixing,12,2025-01-27
4146,119,4,UI Enhancement,3,2025-01-04
4147,47,4,Security Patching,6,2025-01-23
4148,15,2,UI Enhancement,7,2025-02-04
4149,51,1,Security Patching,12,2025-02-03
4150,63,4,Performance Testing,7,2025-03-12
4151,17,2,Design Review,12,2025-01-09
4152,137,3,Meeting,8,2025-02-09
4153,186,5,Code Review,8,2025-03-13
4154,86,3,Code Review,9,2025-02-10
4155,78,3,Bug Fixing,4,2025-03-15
4156,98,5,Security Patching,7,2025-01-29
4157,98,3,Code Review,6,2025-01-25
4158,156,2,Performance Testing,12,2025-03-14
4159,35,4,Performance Testing,10,2025-03-26
4160,193,2,Security Patching,10,2025-02-02
4161,100,2,Security Patching,3,2025-01-10
4162,37,1,Design Review,9,2025-02-13
4163,136,2,Code Review,1,2025-01-15
4164,79,4,Feature Development,3,2025-02-23
4165,167,5,Database Optimization,12,2025-01-23
4166,49,4,Performance Testing,4,2025-01-02
4167,100,4,UI Enhancement,9,2025-01-24
4168,37,2,Bug Fixing,5,2025-03-19
4169,52,5,Meeting,8,2025-03-10
4170,138,5,Bug Fixing,4,2025-02-05
4171,148,2,Database Optimization,5,2025-02-08
4172,141,2,Meeting,2,2025-03-04
4173,188,3,Testing,7,2025-02-05
4174,180,5,UI Enhancement,4,2025-03-12
4175,118,4,Feature Development,6,2025-03-12
4176,101,5,UI Enhancement,4,2025-01-16
4177,100,5,Performance Testing,2,2025-01-28
4178,69,4,Meeting,2,2025-03-28
4179,35,4,Testing,10,2025-01-28
4180,52,3,Security Patching,5,2025-01-13
4181,130,5,Meeting,3,2025-02-04
4182,132,4,Meeting,10,2025-01-04
4183,36,5,Security Patching,7,2025-02-24
4184,14,1,Bug Fixing,2,2025-02-15
4185,76,2,Code Review,9,2025-01-28
4186,125,1,Design Review,10,2025-02-02
4187,177,5,Feature Development,11,2025-03-11
4188,177,2,Database Optimization,1,2025-03-07
4189,14,1,Code Review,11,2025-01-29
4190,153,4,Performance Testing,2,2025-01-10
4191,48,5,Code Review,8,2025-02-26
4192,160,1,Meeting,5,2025-01-01
4193,154,3,Testing,12,2025-01-20
4194,134,3,Performance Testing,9,2025-03-05
4195,120,5,Database Optimization,10,2025-01-07
4196,52,4,Testing,10,2025-02-07
4197,73,3,Bug Fixing,12,2025-03-17
4198,30,2,Code Review,8,2025-03-26
4199,29,5,Feature Development,11,2025-03-25
4200,191,3,Meeting,1,2025-03-23
4201,136,4,Database Optimization,11,2025-03-15
4202,132,4,Testing,5,2025-02-16
4203,94,2,Design Review,9,2025-03-07
4204,144,5,Code Review,10,2025-02-06
4205,43,5,Meeting,12,2025-01-08
4206,170,5,Testing,6,2025-01-07
4207,87,4,Meeting,3,2025-01-25
4208,61,3,Database Optimization,9,2025-01-29
4209,46,3,Code Review,10,2025-01-02
4210,194,1,Feature Development,2,2025-02-14
4211,91,2,Meeting,11,2025-01-10
4212,91,2,Security Patching,2,2025-02-15
4213,164,2,Security Patching,1,2025-01-09
4214,169,5,Feature Development,4,2025-02-01
4215,51,3,Feature Development,9,2025-03-23
4216,93,2,Database Optimization,10,2025-03-28
4217,53,5,Testing,10,2025-03-04
4218,91,1,Security Patching,9,2025-02-25
4219,38,1,Security Patching,6,2025-01-12
4220,27,4,Meeting,9,2025-01-23
4221,83,5,Security Patching,4,2025-03-12
4222,152,4,Security Patching,7,2025-02-17
4223,173,3,Testing,7,2025-02-11
4224,178,4,Meeting,2,2025-02-21
4225,194,3,Security Patching,10,2025-01-30
4226,18,1,Feature Development,6,2025-01-20
4227,79,5,Feature Development,4,2025-03-04
4228,159,1,Feature Development,10,2025-03-04
4229,97,1,UI Enhancement,10,2025-01-04
4230,59,1,Feature Development,1,2025-01-16
4231,44,3,Performance Testing,8,2025-02-26
4232,2,2,Feature Development,10,2025-03-05
4233,180,2,UI Enhancement,5,2025-02-12
4234,180,4,Database Optimization,1,2025-03-07
4235,36,4,Meeting,10,2025-03-23
4236,51,3,Testing,5,2025-01-02
4237,31,4,Code Review,3,2025-02-08
4238,27,2,Bug Fixing,2,2025-03-04
4239,112,4,Database Optimization,11,2025-01-26
4240,185,2,Security Patching,11,2025-02-28
4241,56,1,Design Review,4,2025-02-05
4242,180,5,Security Patching,9,2025-01-30
4243,112,1,Security Patching,2,2025-01-29
4244,74,2,Database Optimization,12,2025-03-28
4245,60,4,Code Review,7,2025-02-20
4246,167,4,Feature Development,5,2025-01-23
4247,76,2,Performance Testing,1,2025-01-11
4248,61,3,Testing,8,2025-01-06
4249,125,5,Security Patching,5,2025-01-29
4250,177,2,Database Optimization,6,2025-01-30
4251,63,1,Testing,9,2025-03-12
4252,33,3,Testing,5,2025-02-21
4253,58,5,Testing,5,2025-02-22
4254,118,3,Meeting,11,2025-03-11
4255,166,5,Performance Testing,3,2025-03-13
4256,134,5,Meeting,1,2025-03-02
4257,161,1,Feature Development,11,2025-01-23
4258,113,1,Testing,9,2025-02-16
4259,89,5,Bug Fixing,6,2025-03-01
4260,106,4,UI Enhancement,2,2025-03-28
4261,183,2,Code Review,8,2025-03-27
4262,91,1,Database Optimization,2,2025-02-25
4263,44,4,UI Enhancement,1,2025-01-20
4264,162,2,UI Enhancement,11,2025-02-12
4265,60,1,Security Patching,6,2025-01-15
4266,159,3,Bug Fixing,2,2025-01-30
4267,137,3,Testing,5,2025-01-18
4268,1,3,Code Review,3,2025-03-10
4269,188,4,UI Enhancement,9,2025-01-18
4270,15,2,Security Patching,11,2025-03-19
4271,111,5,Feature Development,1,2025-01-04
4272,112,3,Bug Fixing,12,2025-01-02
4273,122,4,UI Enhancement,2,2025-02-12
4274,17,2,Design Review,9,2025-03-10
4275,149,3,Bug Fixing,1,2025-03-01
4276,99,3,Design Review,12,2025-01-06
4277,131,4,Meeting,10,2025-03-16
4278,179,3,Bug Fixing,7,2025-01-09
4279,98,2,Meeting,4,2025-01-10
4280,10,2,Performance Testing,5,2025-01-13
4281,71,1,Bug Fixing,4,2025-01-06
4282,23,1,UI Enhancement,8,2025-02-06
4283,164,5,Design Review,5,2025-02-10
4284,125,4,Code Review,3,2025-01-11
4285,19,2,UI Enhancement,6,2025-02-06
4286,114,4,Bug Fixing,6,2025-02-25
4287,171,4,Meeting,11,2025-01-14
4288,185,2,Meeting,8,2025-01-09
4289,66,5,UI Enhancement,3,2025-01-01
4290,55,2,Bug Fixing,7,2025-02-22
4291,131,5,Testing,5,2025-01-12
4292,99,3,Database Optimization,9,2025-03-11
4293,115,2,UI Enhancement,11,2025-02-10
4294,82,5,Code Review,9,2025-03-18
4295,107,1,Bug Fixing,7,2025-01-07
4296,82,4,Performance Testing,4,2025-02-14
4297,197,3,UI Enhancement,7,2025-03-11
4298,100,2,Testing,10,2025-02-22
4299,115,4,Design Review,11,2025-03-16
4300,169,5,Meeting,9,2025-03-28
4301,108,2,Testing,11,2025-02-28
4302,1,3,Bug Fixing,2,2025-02-20
4303,58,1,Design Review,12,2025-02-23
4304,75,2,Meeting,6,2025-02-20
4305,29,5,Database Optimization,8,2025-02-11
4306,167,4,Bug Fixing,5,2025-02-01
4307,7,5,Code Review,12,2025-02-24
4308,27,4,Meeting,7,2025-01-09
4309,63,2,Code Review,1,2025-01-23
4310,182,1,Feature Development,4,2025-02-08
4311,186,1,UI Enhancement,11,2025-03-15
4312,154,2,Bug Fixing,7,2025-02-27
4313,187,1,Feature Development,9,2025-03-04
4314,150,4,Performance Testing,2,2025-03-26
4315,165,1,Code Review,11,2025-01-17
4316,118,2,Design Review,9,2025-02-15
4317,19,1,Testing,12,2025-01-18
4318,3,3,Code Review,1,2025-01-21
4319,16,4,Design Review,8,2025-01-26
4320,64,2,Performance Testing,4,2025-03-07
4321,187,5,Security Patching,11,2025-03-16
4322,192,5,Bug Fixing,4,2025-03-02
4323,192,3,Feature Development,9,2025-03-15
4324,83,1,Design Review,7,2025-03-28
4325,136,2,Code Review,12,2025-02-08
4326,23,1,Security Patching,4,2025-01-05
4327,138,3,Performance Testing,11,2025-02-07
4328,40,5,Feature Development,11,2025-02-27
4329,47,4,Security Patching,1,2025-02-25
4330,77,2,UI Enhancement,7,2025-01-21
4331,39,2,Performance Testing,4,2025-01-16
4332,117,3,Meeting,7,2025-02-17
4333,73,2,Feature Development,3,2025-01-24
4334,76,4,Testing,9,2025-03-10
4335,55,3,Performance Testing,9,2025-02-23
4336,45,1,Code Review,2,2025-03-04
4337,28,3,Code Review,8,2025-01-03
4338,112,2,Meeting,8,2025-03-19
4339,39,1,Performance Testing,9,2025-02-20
4340,152,3,Testing,5,2025-03-08
4341,7,3,Feature Development,7,2025-02-25
4342,64,1,Database Optimization,4,2025-01-06
4343,52,3,Database Optimization,1,2025-02-24
4344,160,2,UI Enhancement,9,2025-03-20
4345,140,4,Meeting,11,2025-03-10
4346,61,2,UI Enhancement,4,2025-03-18
4347,48,5,Performance Testing,11,2025-01-10
4348,12,2,Feature Development,5,2025-03-04
4349,98,3,Bug Fixing,6,2025-01-11
4350,154,4,Database Optimization,1,2025-01-18
4351,146,4,Bug Fixing,1,2025-01-15
4352,59,5,Bug Fixing,9,2025-03-07
4353,149,1,Database Optimization,10,2025-03-27
4354,43,2,Bug Fixing,4,2025-03-09
4355,138,3,Performance Testing,4,2025-01-07
4356,161,1,UI Enhancement,3,2025-01-31
4357,66,1,Meeting,4,2025-03-25
4358,86,5,Code Review,8,2025-03-03
4359,162,3,Design Review,8,2025-01-04
4360,100,3,Performance Testing,3,2025-03-18
4361,153,4,Feature Development,3,2025-02-13
4362,91,1,Database Optimization,1,2025-01-02
4363,115,1,Code Review,9,2025-02-16
4364,169,4,Database Optimization,5,2025-01-22
4365,4,4,Code Review,7,2025-01-11
4366,170,2,Database Optimization,5,2025-02-23
4367,162,2,Meeting,8,2025-01-10
4368,57,3,Security Patching,2,2025-01-24
4369,17,3,Testing,9,2025-03-17
4370,111,5,Bug Fixing,9,2025-01-20
4371,90,1,Design Review,1,2025-01-08
4372,2,4,Testing,2,2025-02-22
4373,59,2,UI Enhancement,10,2025-01-14
4374,190,2,Feature Development,3,2025-01-02
4375,4,2,Performance Testing,7,2025-03-18
4376,23,2,Security Patching,2,2025-03-09
4377,153,3,Design Review,2,2025-02-08
4378,72,5,Code Review,5,2025-01-13
4379,91,3,Bug Fixing,3,2025-01-30
4380,121,4,Database Optimization,2,2025-03-15
4381,30,3,Code Review,5,2025-02-22
4382,21,2,Performance Testing,9,2025-03-25
4383,183,5,Feature Development,10,2025-03-17
4384,31,2,Meeting,10,2025-02-12
4385,141,1,Design Review,5,2025-02-14
4386,45,1,Security Patching,5,2025-02-19
4387,68,5,Bug Fixing,8,2025-03-06
4388,47,5,Testing,8,2025-01-08
4389,102,3,Feature Development,8,2025-01-17
4390,70,4,Code Review,9,2025-03-27
4391,45,5,Code Review,12,2025-03-15
4392,47,2,Security Patching,3,2025-03-07
4393,135,5,Design Review,8,2025-03-02
4394,170,5,Performance Testing,8,2025-01-25
4395,20,2,Testing,1,2025-03-20
4396,97,3,Database Optimization,10,2025-01-31
4397,23,1,Code Review,2,2025-03-15
4398,187,3,Testing,7,2025-01-29
4399,38,2,Testing,8,2025-02-06
4400,191,4,Feature Development,3,2025-01-27
4401,146,4,Testing,10,2025-01-17
4402,81,5,Feature Development,7,2025-02-07
4403,81,3,Feature Development,11,2025-01-25
4404,193,3,Feature Development,8,2025-01-12
4405,121,1,Performance Testing,7,2025-03-11
